6.1222050801, 41.6736055778, 0.0000000000
6.1222050801, 41.6736055778, 0.0000000000
5.8559900137, 42.0232893438, 0.0000000000
5.8559900137, 42.0232893438, 0.0000000000
5.7585077506, 42.1469007860, 0.0000000000
5.7585077506, 42.1469007860, 0.0000000000
5.4822905988, 42.4850678014, 0.0000000000
5.4822905988, 42.4850678014, 0.0000000000
5.1991888520, 42.8142741662, 0.0000000000
5.1991888520, 42.8142741662, 0.0000000000
4.9985954910, 43.0376146225, 0.0000000000
4.9985954910, 43.0376146225, 0.0000000000
4.5080091299, 43.5520020732, 0.0000000000
4.5080091299, 43.5520020732, 0.0000000000
4.3076115958, 43.7500519011, 0.0000000000
4.3076115958, 43.7500519011, 0.0000000000
4.0016626673, 44.0399335830, 0.0000000000
4.0016626673, 44.0399335830, 0.0000000000
3.9017593426, 44.1314679579, 0.0000000000
3.9017593426, 44.1314679579, 0.0000000000
3.3753659870, 44.5899955251, 0.0000000000
3.3753659870, 44.5899955251, 0.0000000000
3.1772239965, 44.7528007716, 0.0000000000
3.1772239965, 44.7528007716, 0.0000000000
2.7356147515, 45.0977725341, 0.0000000000
2.7356147515, 45.0977725341, 0.0000000000
2.5422006007, 45.2414702258, 0.0000000000
2.5422006007, 45.2414702258, 0.0000000000
1.9885869301, 45.6295232389, 0.0000000000
1.9885869301, 45.6295232389, 0.0000000000
1.5686993039, 45.9022461665, 0.0000000000
1.5686993039, 45.9022461665, 0.0000000000
1.0056242444, 46.2409002629, 0.0000000000
1.0056242444, 46.2409002629, 0.0000000000
0.1067491078, 46.7225232941, 0.0000000000
0.1067491078, 46.7225232941, 0.0000000000
-0.2141904349, 46.8781869427, 0.0000000000
-0.2141904349, 46.8781869427, 0.0000000000
-0.9421627992, 47.2017837059, 0.0000000000
-0.9421627992, 47.2017837059, 0.0000000000
-1.7450566352, 47.5141731599, 0.0000000000
-1.7450566352, 47.5141731599, 0.0000000000
-2.6492911837, 47.8142267178, 0.0000000000
-2.6492911837, 47.8142267178, 0.0000000000
-3.4942789980, 48.0484822105, 0.0000000000
-3.4942789980, 48.0484822105, 0.0000000000
-4.3416242182, 48.2414236482, 0.0000000000
-4.3416242182, 48.2414236482, 0.0000000000
-4.9956540670, 48.3630547018, 0.0000000000
-4.9956540670, 48.3630547018, 0.0000000000
-5.8037525611, 48.4819414692, 0.0000000000
-5.8037525611, 48.4819414692, 0.0000000000
-6.6391220492, 48.5697668786, 0.0000000000
-6.6391220492, 48.5697668786, 0.0000000000
-7.2491249238, 48.6121314086, 0.0000000000
-7.2491249238, 48.6121314086, 0.0000000000
-8.0536223830, 48.6407312014, 0.0000000000
-8.0536223830, 48.6407312014, 0.0000000000
-9.0503278065, 48.6342890378, 0.0000000000
-9.0503278065, 48.6342890378, 0.0000000000
-10.4302315707, 48.5510620040, 0.0000000000
-10.4302315707, 48.5510620040, 0.0000000000
-11.2002277721, 48.4679334478, 0.0000000000
-11.2002277721, 48.4679334478, 0.0000000000
-12.1753471675, 48.3255287425, 0.0000000000
-12.1753471675, 48.3255287425, 0.0000000000
-12.9466172200, 48.1837327942, 0.0000000000
-12.9466172200, 48.1837327942, 0.0000000000
-13.8978112974, 47.9735322592, 0.0000000000
-13.8978112974, 47.9735322592, 0.0000000000
